quantity,ess_total,ess_min_chain,ess_median_chain,nchain,ndpost,ess_ratio,rhat
mean_latent_fitted_value,6604.901627949323,1372.9180820593879,1660.0354806665885,4,6000,0.27520423449788844,1.0046601236657993
