bin,n,mean_pred,mean_obs
1,473,0.08787867634405842,0.06342494714587792
2,473,0.17524352985307295,0.09302325581395335
3,473,0.24274140091740873,0.21141649048625816
4,472,0.3099948659597676,0.27542372881355837
5,472,0.3793151127306437,0.3983050847457645
6,472,0.4527766630654577,0.44491525423728895
7,472,0.5335293210821008,0.5635593220338998
8,472,0.6142085241609605,0.6504237288135579
9,472,0.6968010908805601,0.7542372881355925
10,472,0.795897863539684,0.8389830508474566
