obs_index,rhat
1,1.014908636677049
2,1.0311357870532158
3,1.024615406652796
4,1.0373226557129984
5,1.0272352148162835
6,1.040469428918536
7,1.0110762030818163
8,1.0193308249363633
9,1.0516478881369167
10,1.083245482958779
11,1.0242467791499679
12,1.0247175927855723
13,1.01289689274833
14,1.0218400730391302
15,1.060915156324262
16,1.043617576522929
17,1.0357951803991354
18,1.1267156235162188
19,1.0456559851276657
20,1.0203086470776808
21,1.0085788209781263
22,1.0242387942554514
23,1.0256579172545877
24,1.0376861874143755
25,1.0116676848435
26,1.0165367205172011
27,1.022003997359351
28,1.0109843418986635
29,1.010289485930193
30,1.0207371134321528
31,1.0191878800127492
32,1.0529585985402314
33,1.0673322021465006
34,1.0125620846350836
35,1.0181946819269805
36,1.027255664504215
37,1.0261096611380793
38,1.0223029753693222
39,1.0546030930357981
40,1.01255379911382
41,1.042655205459989
42,1.1179791601288185
43,1.0772757006787808
44,1.0146983181080356
45,1.0159847625718017
46,1.0815055407662606
47,1.0551749601831328
48,1.0365461704533823
49,1.0503947571365844
50,1.0212543649235422
51,1.0329673021432062
52,1.030456156278652
53,1.0202735837225003
54,1.0190495524883285
55,1.0233948215585538
56,1.0168929151626183
57,1.0337209127516078
58,1.0156523692540445
59,1.0795120008683052
60,1.0673322021465006
61,1.0234288219281298
62,1.0272352148162835
63,1.015524462678666
64,1.0311925600425187
65,1.0057686270928972
66,1.015087314708325
67,1.020796746021271
68,1.043334027013505
69,1.0199240312233167
70,1.0254839354228673
71,1.0240787087169458
72,1.0131819582634989
73,1.025933791437281
74,1.0341199706728315
75,1.0971150966644987
76,1.0467531844564468
77,1.0179300001443927
78,1.0346095963619393
79,1.0154872824883936
80,1.0173753727765396
81,1.0423558503436763
82,1.035927592207922
83,1.010189858197105
84,1.0411002198054402
85,1.0365461704533823
86,1.021727739313393
87,1.0078050049848324
88,1.029841173239746
89,1.042655205459989
90,1.0235276935259499
91,1.0119658263469635
92,1.02099337234962
93,1.03166578238945
94,1.016104485433627
95,1.0179614215778772
96,1.0111433713350224
97,1.0311925600425187
98,1.0633546353390757
99,1.0116537127160512
100,1.0815055407662606
101,1.0549666081604865
102,1.0190495524883285
103,1.0225229975199108
104,1.020850465686389
105,1.0157843774387425
106,1.0837290171381884
107,1.025861302274199
108,1.0065747647552077
109,1.024955545328885
110,1.005305210459871
111,1.0321246885860242
112,1.0648222604172601
113,1.0198722042755537
114,1.027374002250876
115,1.049189142256109
116,1.016104485433627
117,1.0252044509358438
118,1.0178478077389783
119,1.0143560232631346
120,1.041156028519466
121,1.0668092927345194
122,1.047492536905225
123,1.0057614591935349
124,1.029295644930686
125,1.0262286938190526
126,1.0475282331624647
127,1.013153739609186
128,1.0017582406044547
129,1.0154849719827048
130,1.0102131127690381
131,1.0145888889107453
132,1.0132458708823449
133,1.0356475637427072
134,1.0227331356482934
135,1.0077576514370479
136,1.031724131036155
137,1.0137770579902117
138,1.041401780076917
139,1.01375930494409
140,1.0224174389086882
141,1.0267668419354237
142,1.0146852897302485
143,1.0121201657468062
144,1.0193073764904452
145,1.0377324529770477
146,1.0170338032136166
147,1.0413253307968606
148,1.0368294377562401
149,1.0242467791499679
150,1.021810709295592
151,1.0185794503477557
152,1.0182477908033252
153,1.038243808290889
154,1.0347233295213665
155,1.0242387942554514
156,1.0330092778851458
157,1.0680223489741967
158,1.0168160291370172
159,1.012685506032232
160,1.028862409666549
161,1.0132458708823449
162,1.0547453547067922
163,1.028309501164445
164,1.026685336485304
165,1.0123659508624985
166,1.0480306623180833
167,1.0526889083463193
168,1.0514793076028761
169,1.0407957743103706
170,1.0121463778308109
171,1.0156441638473395
172,1.0568203030163166
173,1.0243137417748565
174,1.024615406652796
175,1.0406250768468366
176,1.045857572135206
177,1.0057686270928972
178,1.0168929151626183
179,1.0303099531973534
180,1.0424245372378331
181,1.0278523126191008
182,1.0341199706728315
183,1.0288103051482167
184,1.0177883133820245
185,1.023953392292576
186,1.020796746021271
187,1.0210716360225673
188,1.0028799624592104
189,1.0194023957085576
190,1.0332390716488422
191,1.0250236028246198
192,1.020796746021271
193,1.02099337234962
194,1.0339748990264217
195,1.0057686270928972
196,1.0484243008811525
197,1.0246289877665837
198,1.0612448792974136
199,1.0411002198054402
200,1.026152253934463
201,1.017113199392212
202,1.0147510266911879
203,1.0246423059234016
204,1.0195234753777895
205,1.0365461704533823
206,1.0154105103130324
207,1.019514092205825
208,1.0145888889107453
209,1.0598894039982878
210,1.0393333007167116
211,1.0362607979566754
212,1.0192775777992822
213,1.017617748791825
214,1.0173933325675535
215,1.036508828401696
216,1.0277352357617235
217,1.0291476237638373
218,1.00993257706886
219,1.041138628609237
220,1.0245691273652735
221,1.1161082311485395
222,1.0215643802341685
223,1.0144773919161418
224,1.0215843906632012
225,1.0370610111956668
226,1.0191206220368476
227,1.0673322021465006
228,1.0233307944414578
229,1.0049796016430648
230,1.0050990177816979
231,1.0161064212290931
232,1.0248207866308432
233,1.0423558503436763
234,1.015735665043196
235,1.0262286938190526
236,1.024955545328885
237,1.0138723731184447
238,1.0302397159434633
239,1.0234308258162679
240,1.0240787087169458
241,1.0455533441685232
242,1.0292980051928486
243,1.046938741597124
244,1.024509111921698
245,1.0260917314167908
246,1.0406250768468366
247,1.019097748195876
248,1.1077890280304163
249,1.0467531844564468
250,1.0122879733714993
251,1.048856377897068
252,1.059742992366069
253,1.0365785340481737
254,1.0304423762787884
255,1.0423315391873467
256,1.014038294197047
257,1.008312913934516
258,1.010590022145028
259,1.0137770579902117
260,1.0173933325675535
261,1.0122879733714993
262,1.042146036083762
263,1.0091228760661306
264,1.0181878663212078
265,1.0292358061056248
266,1.0196205770988658
267,1.0526889083463193
268,1.013484243688229
269,1.021605098136213
270,1.0180547451555813
271,1.0171552238065913
272,1.0205196887234864
273,1.0243070297120904
274,1.0191207569414282
275,1.0302397159434633
276,1.1067352343314025
277,1.0204285549427832
278,1.049189142256109
279,1.0298549106846357
280,1.0219946192462406
281,1.0456779578293383
282,1.023626364320298
283,1.025861302274199
284,1.0452929409218545
285,1.0725609686215825
286,1.0193308249363633
287,1.0195982750945118
288,1.0568374296871286
289,1.03296520981257
290,1.0145789309898519
291,1.0194029567834797
292,1.027741805549807
293,1.024615406652796
294,1.0160917842136852
295,1.019514092205825
296,1.0197314729097582
297,1.0138810538439478
298,1.0512199245185192
299,1.0296882526156297
300,1.027741805549807
301,1.0415294870163572
302,1.0156523692540445
303,1.0194029567834797
304,1.0332390716488422
305,1.005305210459871
306,1.0393333007167116
307,1.0145789309898519
308,1.025877475500189
309,1.0151587194701868
310,1.0298549106846357
311,1.0610429455968298
312,1.0335404016347978
313,1.1037908106400587
314,1.0299001664601874
315,1.0368294377562401
316,1.0512199245185192
317,1.015001035725342
318,1.0196205770988658
319,1.0147510266911879
320,1.0194023957085576
321,1.0731992817283116
322,1.013989590217273
323,1.007049845012036
324,1.0157515961470478
325,1.0381432332920133
326,1.0129740568650822
327,1.0227331356482934
328,1.0041030476894979
329,1.021173246046373
330,1.007909620785108
331,1.0370610111956668
332,1.0041030476894979
333,1.0074774237340396
334,1.013989590217273
335,1.047492536905225
336,1.0214477087877776
337,1.0323873437148903
338,1.0223113921591644
339,1.0205196887234864
340,1.022168608199909
341,1.104218383187141
342,1.027374002250876
343,1.0120319937876758
344,1.0179614215778772
345,1.0116676848435
346,1.0188222045890658
347,1.0547740462178175
348,1.0028799624592104
349,1.0344877933339673
350,1.0195982750945118
351,1.0637212911400613
352,1.014835627778098
353,1.0202735837225003
354,1.0268053917279785
355,1.0165367205172011
356,1.028309501164445
357,1.0229756150014506
358,1.0154105103130324
359,1.008390134186727
360,1.0147510266911879
361,1.0761450163250337
362,1.0223029753693222
363,1.0244284007249798
364,1.0404516591704212
365,1.0246060952053697
366,1.032247076773662
367,1.0217304380312262
368,1.01255379911382
369,1.0422464523263493
370,1.0322452972687444
371,1.0305623095233514
372,1.0171552238065913
373,1.0247053638556622
374,1.015480844076207
375,1.009990166597537
376,1.03991384654998
377,1.016060613972586
378,1.0077576514370479
379,1.0086956142669052
380,1.0288103051482167
381,1.015780686138972
382,1.0243044864935553
383,1.0507358255236847
384,1.0277352357617235
385,1.0313727422756482
386,1.0540131739612215
387,1.0306650900466932
388,1.0093104670795692
389,1.050950051495186
390,1.0243137417748565
391,1.0206873365819014
392,1.0306650900466932
393,1.0301644370713594
394,1.1161082311485395
395,1.030488007241552
396,1.0398192185964987
397,1.0286924409542093
398,1.0841671791449015
399,1.0216424190903315
400,1.0341904323388553
401,1.0199745363626376
402,1.0357951803991354
403,1.014753545756263
404,1.045857572135206
405,1.024955545328885
406,1.0116537127160512
407,1.0212543649235422
408,1.0465352631484173
409,1.0700144196656012
410,1.0021453670582035
411,1.0503947571365844
412,1.0597867802187726
413,1.0795120008683052
414,1.0231207186407185
415,1.0512199245185192
416,1.0122802342936696
417,1.0194605883645134
418,1.0124929882953562
419,1.0397827231210557
420,1.0234043346053818
421,1.0419417111199833
422,1.0199745363626376
423,1.060915156324262
424,1.017113199392212
425,1.0185794503477557
426,1.0203086470776808
427,1.0218984809036242
428,1.0288839949723259
429,1.024509111921698
430,1.042146036083762
431,1.0449268919831876
432,1.032390136821879
433,1.0539412520817422
434,1.0205196887234864
435,1.05233007357619
436,1.0162936500581
437,1.0303099531973534
438,1.0100465399509566
439,1.0157112755230888
440,1.0546030930357981
441,1.1161082311485395
442,1.0371279420695856
443,1.008312913934516
444,1.0228416205179505
445,1.0547740462178175
446,1.0232732507626745
447,1.045857572135206
448,1.049189142256109
449,1.045526986481668
450,1.0225157138478578
451,1.0102131127690381
452,1.005305210459871
453,1.01289689274833
454,1.01255379911382
455,1.013735354202158
456,1.0201583672319057
457,1.03991384654998
458,1.0482001853023473
459,1.0256476267100778
460,1.0388493502810234
461,1.0188222045890658
462,1.0142708201653536
463,1.0335404016347978
464,1.0865222746338488
465,1.033536788706258
466,1.0536640525600236
467,1.0158435828448968
468,1.0371279420695856
469,1.0854884878493747
470,1.0231207186407185
471,1.039394949692276
472,1.008365733646569
473,1.0215636694823371
474,1.0377324529770477
475,1.0233948215585538
476,1.0265981827532158
477,1.0320977024431668
478,1.0281041117040985
479,1.0647048928205876
480,1.0264004072869193
481,1.0226916060765479
482,1.0499933053075012
483,1.1051687717065461
484,1.1179791601288185
485,1.0158451039311063
486,1.012844409087226
487,1.0148369437661888
488,1.033314546440788
489,1.035899444534297
490,1.034019287938571
491,1.014835627778098
492,1.0276776538780512
493,1.0243070297120904
494,1.0523866034156566
495,1.0787825811231402
496,1.0120234953143297
497,1.0560005047431145
498,1.0160917842136852
499,1.0161322010343803
500,1.0049796016430648
501,1.042655205459989
502,1.043617576522929
503,1.0252817230447215
504,1.0156190524062958
505,1.0121463778308109
506,1.0093399091656126
507,1.027356541609818
508,1.0179300001443927
509,1.0235276935259499
510,1.0275410615963296
511,1.036067346246398
512,1.0165668880332372
513,1.0280021546530427
514,1.0114895393076437
515,1.0320595368124914
516,1.0168929151626183
517,1.0139130307641988
518,1.0272352148162835
519,1.02099337234962
520,1.0178944378326855
521,1.0161064212290931
522,1.1077890280304163
523,1.0057686270928972
524,1.0242467791499679
525,1.0392198382616122
526,1.0332651552655197
527,1.0698851320937488
528,1.0386787817635725
529,1.0195982750945118
530,1.0139130307641988
531,1.0234945159912225
532,1.009664233253663
533,1.0209698819802686
534,1.0272352148162835
535,1.0651958967650412
536,1.015087314708325
537,1.0311357870532158
538,1.0339748990264217
539,1.041401780076917
540,1.0227723044823076
541,1.0411320256022023
542,1.017123649207896
543,1.0179300001443927
544,1.0207055717948776
545,1.0772757006787808
546,1.0694744594714285
547,1.0017582406044547
548,1.0201583672319057
549,1.0147452005212108
550,1.026071488019937
551,1.0166671885726628
552,1.0119658263469635
553,1.02072073305446
554,1.0316428054917202
555,1.0507358255236847
556,1.0174610520780978
557,1.0365785340481737
